identifier,type,size,beds,baths,price,location
2070,Apartment,1400,2,2,1300000.0,marina crown
2071,Apartment,1507,2,2,2500000.0,emaar 6 towers
2072,Apartment,1210,2,3,1250000.0,continental tower
2073,Apartment,2352,2,3,1900000.0,la residencia del mar
2074,Townhouse,2777,3,4,3800000.0,the point
2075,Duplex,3009,3,5,3400000.0,cayan tower
2076,Duplex,2911,3,4,7000000.0,cayan tower
2077,Apartment,690,1,2,1200000.0,marina gate
2078,Apartment,609,1,2,935000.0,silverene
2079,Apartment,957,1,2,1300000.0,marina promenade
2080,Apartment,1587,3,3,2150000.0,marina tower
2081,Apartment,1220,2,3,849999.0,marina pinnacle
2082,Apartment,1759,2,3,1300000.0,marina sail
2083,Apartment,777,1,1,579000.0,marina diamond 4
2084,Apartment,1097,2,3,1595000.0,no.9
2085,Apartment,982,2,3,1600000.0,la riviera
2086,Apartment,1382,2,2,950000.0,yacht bay
2087,Apartment,3179,4,5,3000000.0,princess tower
2088,Penthouse,4393,4,5,7100000.0,marina gate
2089,Apartment,886,1,1,740000.0,azure
2090,Apartment,849,1,2,1480000.0,marina gate
2091,Apartment,5776,4,6,13152000.0,marina gate
2092,Apartment,1313,2,4,999999.0,the waves
2093,Apartment,660,1,2,1000000.0,no.9
2094,Apartment,1910,2,3,2000000.0,the address dubai marina
2095,Apartment,2147,3,4,1600000.0,23 marina
2096,Apartment,4515,3,5,3750000.0,la residencia del mar
2097,Apartment,1814,3,3,4250000.0,marina gate
2098,Apartment,1800,3,4,1680000.0,marina pinnacle
2099,Apartment,982,2,2,1100000.0,la riviera
2100,Apartment,1367,2,2,1649999.0,marina quays
2101,Apartment,709,1,2,850000.0,dorra bay
2102,Apartment,1786,3,4,2650000.0,silverene
2103,Apartment,900,1,2,800000.0,ocean heights
2104,Apartment,701,1,2,795000.0,dream towers
2105,Apartment,2249,2,3,2300000.0,the jewels
2106,Apartment,786,1,1,725000.0,time place tower
2107,Apartment,767,0,1,1000000.0,cayan tower
2108,Apartment,1036,1,2,1400000.0,marina promenade
2109,Apartment,2450,4,4,1700000.0,horizon tower
2110,Apartment,767,0,1,1000000.0,cayan tower
2111,Apartment,875,1,2,1285000.0,cayan tower
2112,Apartment,1750,2,3,2900000.0,cayan tower
2113,Apartment,2970,3,5,4300000.0,cayan tower
2114,Apartment,1525,2,3,1850000.0,cayan tower
2115,Apartment,1525,2,3,1900000.0,cayan tower
2116,Apartment,1579,2,3,1275000.0,trident bayside
2117,Apartment,1809,3,4,4200000.0,marina gate
2118,Apartment,1809,3,4,4200000.0,marina gate
2119,Apartment,875,1,2,1200000.0,cayan tower
2120,Apartment,2141,2,4,1900000.0,the jewels
2121,Apartment,923,1,2,830000.0,princess tower
2122,Apartment,2099,3,3,2299950.0,marina arcade tower
2123,Apartment,1056,2,2,1650000.0,silverene
2124,Apartment,1874,2,3,2900000.0,trident marinascape
2125,Apartment,592,1,2,1250000.0,orra harbour residences and hotel apartments
2126,Apartment,1790,3,4,3000000.0,silverene
2127,Apartment,1105,2,2,1450000.0,silverene
2128,Apartment,1375,2,3,2200000.0,cayan tower
2129,Apartment,700,1,2,1400000.0,no.9
2130,Apartment,908,1,2,1000000.0,skyview tower
2131,Apartment,1557,3,4,1600000.0,bay central
2132,Duplex,5757,4,4,7000000.0,23 marina
2133,Apartment,1441,2,3,1999000.0,silverene
2134,Apartment,714,1,2,1200000.0,cayan tower
2135,Apartment,1372,2,2,2100000.0,cayan tower
2136,Penthouse,5747,4,5,7200000.0,23 marina
2137,Apartment,1557,3,3,1650000.0,bay central
2138,Apartment,723,1,1,580007.0,manchester tower
2140,Apartment,1465,3,3,1495000.0,bay central
2141,Apartment,2384,3,4,1750000.0,trident waterfront
2142,Apartment,726,0,1,1299000.0,cayan tower
2143,Apartment,862,1,1,705000.0,princess tower
2144,Apartment,2340,3,3,1700000.0,trident waterfront
2145,Apartment,1739,2,2,820000.0,dec towers
2146,Apartment,1510,2,2,2350000.0,damac heights
2147,Apartment,1750,2,3,1200000.0,trident waterfront
2148,Apartment,2101,3,4,1900000.0,dorra bay
2149,Penthouse,2032,3,3,4150000.0,marina quays
2150,Apartment,953,1,1,1199999.0,marina promenade
2151,Apartment,1480,2,2,2300000.0,park island
2152,Apartment,1050,1,2,1300000.0,park island
2153,Apartment,1490,2,3,999000.0,dec towers
2154,Apartment,595,2,2,970000.0,silverene
2155,Apartment,1814,3,4,4135000.0,marina gate
2156,Apartment,360,0,1,565000.0,studio one
2157,Apartment,678,1,1,730000.0,dream towers
2158,Apartment,719,1,2,875000.0,botanica tower
2159,Apartment,1497,2,3,2000000.0,marina promenade
2160,Apartment,1185,2,2,1400000.0,la riviera
2161,Apartment,1198,2,2,1250000.0,the torch
2162,Apartment,1694,2,2,1495000.0,emaar 6 towers
2163,Apartment,919,1,2,899950.0,al sahab
2164,Apartment,1336,2,2,1250000.0,marina heights
2165,Apartment,950,1,2,1288888.0,damac heights
2166,Apartment,858,1,2,890000.0,botanica tower
2167,Apartment,875,1,2,1625000.0,marina gate
2168,Apartment,2351,4,4,3600000.0,marina gate
2169,Apartment,909,1,1,1150000.0,orra marina
2170,Apartment,1302,2,3,1795000.0,park island
2171,Apartment,1036,1,2,1400000.0,marina promenade
2172,Apartment,1330,2,2,1350000.0,al majara
2173,Apartment,1582,3,3,2199950.0,marina tower
2174,Apartment,803,1,2,880000.0,elite residence
2175,Apartment,773,1,2,1150000.0,marina gate
2176,Apartment,1329,2,3,1200000.0,la riviera
2177,Apartment,2327,3,4,1500000.0,trident waterfront
2178,Apartment,978,1,2,2310000.0,marina gate
2179,Apartment,1211,2,3,2664000.0,marina gate
2181,Townhouse,3915,3,3,6000000.0,park island
2182,Apartment,1262,2,2,1375000.0,vida residences marina dubai
2183,Apartment,1727,2,3,1500000.0,westside marina
2184,Apartment,2000,3,4,1699000.0,princess tower
2185,Apartment,1330,2,3,999000.0,princess tower
2186,Apartment,762,1,2,560000.0,marina pinnacle
2187,Apartment,1400,2,2,850000.0,marina crown
2188,Apartment,823,1,2,569000.0,dec towers
2189,Apartment,1366,2,3,1670000.0,marina promenade
2190,Apartment,1805,3,4,3730000.0,no.9
2191,Apartment,1640,3,3,1599000.0,marina terra
2192,Apartment,2001,3,4,2350000.0,marina tower
2193,Apartment,1149,2,2,1100000.0,bay central
2194,Apartment,1579,2,3,1350000.0,trident bayside
2195,Apartment,940,1,2,800000.0,marina sail
2196,Apartment,941,1,2,850000.0,marina sail
2197,Apartment,1210,2,4,1150000.0,continental tower
2198,Apartment,1485,2,3,1550000.0,marina quays
2200,Apartment,1194,1,2,900000.0,ocean heights
2201,Apartment,1009,2,2,980000.0,marina diamond 3
2202,Apartment,1302,2,3,1675000.0,park island
2203,Apartment,1277,2,2,1650000.0,marina gate
2204,Apartment,775,1,2,2274999.0,marina gate
2205,Apartment,691,1,2,1200000.0,marina gate
2206,Apartment,838,1,2,2249999.0,marina gate
2207,Apartment,838,1,1,1961186.0,marina gate
2208,Apartment,1277,2,3,2259999.0,marina gate
2209,Apartment,1009,2,2,1000000.0,marina diamond 3
2210,Apartment,1269,2,3,2390000.0,liv residence
2211,Apartment,1595,3,4,1550000.0,the point
2212,Apartment,1813,3,4,3900000.0,marina gate
2213,Apartment,1075,1,2,1275000.0,marina promenade
2214,Apartment,445,0,1,590000.0,bay central
2215,Apartment,1331,2,3,1195000.0,elite residence
2216,Apartment,1255,2,3,1890000.0,marina gate
2217,Apartment,1329,2,3,1145000.0,elite residence
2218,Penthouse,5845,4,5,12859000.0,marina gate
2219,Apartment,1333,2,3,2950000.0,the address dubai marina
2220,Apartment,1281,2,3,1800000.0,vida residences marina dubai
2221,Apartment,1259,2,2,1038888.0,the torch
2222,Apartment,2547,4,4,4299000.0,cayan tower
2223,Duplex,2969,3,5,3990000.0,cayan tower
2224,Apartment,418,0,1,999000.0,cayan tower
2225,Apartment,454,0,1,899000.0,cayan tower
2226,Apartment,1102,1,1,1049000.0,the jewels
2227,Apartment,802,1,2,950000.0,elite residence
2228,Townhouse,5000,4,6,6400000.0,emaar 6 towers
2229,Apartment,2328,3,4,2700000.0,trident bayside
2230,Apartment,1870,2,3,1700000.0,trident marinascape
2231,Apartment,960,1,2,830000.0,elite residence
2232,Apartment,797,1,2,900000.0,elite residence
2233,Apartment,1204,2,1,798888.0,marina park
2234,Apartment,775,1,2,1350000.0,marina quays
2235,Apartment,833,1,2,900000.0,botanica tower
2236,Penthouse,3772,5,6,8750000.0,bay central
2237,Apartment,1258,2,2,1600000.0,west avenue tower
2238,Apartment,1520,2,3,3350000.0,marina gate
2239,Apartment,2149,3,3,4661000.0,marina gate
2240,Apartment,977,1,2,2230000.0,marina gate
2241,Apartment,3277,5,4,5500000.0,emaar 6 towers
2242,Apartment,2901,4,4,3299950.0,emaar 6 towers
2243,Apartment,1456,2,3,1200000.0,marina crown
2244,Apartment,3268,3,5,6000000.0,damac heights
2245,Apartment,1302,2,3,2000000.0,park island
2246,Duplex,1502,3,2,1200000.0,yacht bay
2247,Apartment,773,1,2,1400000.0,marina gate
2248,Apartment,1076,1,2,1295000.0,marina promenade
2249,Apartment,2204,3,4,2450000.0,al sahab
2250,Apartment,942,1,1,1275000.0,liv residence
2251,Apartment,899,1,2,1350000.0,marina gate
2252,Apartment,910,1,2,614999.0,sulafa tower
2253,Apartment,1200,2,3,1270000.0,ocean heights
2254,Apartment,682,1,1,1050000.0,no.9
2255,Apartment,862,1,2,700000.0,the waves
2256,Apartment,875,1,1,1200000.0,cayan tower
2257,Apartment,713,1,1,1200000.0,cayan tower
2258,Apartment,778,1,2,1100000.0,marina promenade
2259,Apartment,1979,3,4,3300000.0,marina promenade
2260,Apartment,1290,2,2,1070000.0,marina heights
2261,Apartment,1066,2,2,1600000.0,silverene
2262,Apartment,770,1,2,2275000.0,marina gate
2263,Apartment,971,1,2,1195000.0,sparkle towers
2264,Apartment,1474,2,4,2306000.0,sparkle towers
2265,Townhouse,4600,4,5,5900000.0,bay central
2266,Apartment,1410,2,3,1850000.0,marina promenade
2267,Apartment,3180,4,4,3000000.0,princess tower
2268,Apartment,1533,2,3,2400000.0,damac heights
2269,Apartment,690,1,2,1600000.0,marina gate
2270,Apartment,2450,3,4,2300000.0,trident oceanic
2271,Apartment,2450,3,4,2325000.0,trident marinascape
2272,Apartment,1918,2,3,1350000.0,marina view
2273,Apartment,805,1,2,950000.0,elite residence
2274,Apartment,800,1,1,980000.0,marina tower
2275,Apartment,1254,2,3,1700000.0,cayan tower
2276,Apartment,517,1,1,520000.0,manchester tower
2277,Apartment,2314,2,2,1900000.0,marina promenade
2278,Apartment,958,1,2,1100000.0,marina promenade
2279,Apartment,721,1,2,790000.0,botanica tower
2280,Apartment,790,1,2,950000.0,the point
2281,Apartment,869,1,1,725000.0,time place tower
2282,Apartment,692,1,2,900000.0,bay central
2283,Townhouse,5353,3,5,5999999.0,bay central
2284,Apartment,360,0,1,459999.0,studio one
2285,Townhouse,4224,3,3,6400000.0,marina promenade
2286,Apartment,1400,2,3,2500000.0,marina gate
2287,Apartment,975,1,2,1600000.0,marina gate
2288,Townhouse,3915,3,4,5000000.0,park island
2289,Townhouse,4624,4,5,5099999.0,bay central
2290,Apartment,1408,2,2,1800000.0,al majara
2291,Apartment,2352,4,4,4400000.0,marina gate
2292,Apartment,713,1,2,925000.0,west avenue tower
2293,Apartment,800,1,2,1250000.0,damac heights
2294,Apartment,833,1,2,1350000.0,marina gate
2295,Apartment,1074,2,2,1950000.0,no.9
2296,Apartment,1245,3,4,1327500.0,marina wharf
2297,Apartment,1330,2,3,1700000.0,marina promenade
2298,Apartment,1535,2,3,2250000.0,emaar 6 towers
2299,Apartment,1346,2,3,1995000.0,marina gate
2300,Apartment,722,1,2,500000.0,manchester tower
2301,Apartment,761,1,2,999999.0,marina tower
2302,Apartment,906,1,1,1350000.0,the address dubai marina
2303,Apartment,627,1,1,999950.0,marina gate
2304,Apartment,704,1,1,1075000.0,5242
2305,Apartment,662,1,2,1200000.0,no.9
2306,Apartment,1258,2,2,925000.0,the torch
2307,Apartment,915,1,2,950000.0,ocean heights
2308,Apartment,945,1,2,1250000.0,al sahab
2309,Apartment,3459,3,3,3200000.0,dorra bay
2310,Apartment,1390,2,3,1250000.0,sulafa tower
2311,Apartment,2326,3,3,1600000.0,trident waterfront
2312,Apartment,844,1,2,740000.0,mag 218
2313,Apartment,1491,2,3,1200000.0,dec towers
2314,Penthouse,6000,4,4,7500000.0,23 marina
2315,Apartment,879,1,1,1100000.0,the address dubai marina
2316,Apartment,926,1,2,1500000.0,marina promenade
2317,Apartment,1723,2,3,1149999.0,mag 218
2318,Apartment,1779,2,3,1249999.0,mag 218
2319,Apartment,1779,2,3,1349999.0,mag 218
2320,Apartment,1376,2,3,1500000.0,cayan tower
2321,Apartment,1813,3,3,2899999.0,cayan tower
2322,Apartment,1746,3,3,3450000.0,damac heights
2323,Apartment,1979,3,4,3300000.0,marina promenade
2324,Apartment,1497,3,4,1500000.0,sulafa tower
2325,Apartment,719,1,2,1400000.0,botanica tower
2326,Apartment,471,0,1,1000000.0,botanica tower
2327,Apartment,764,1,2,650000.0,manchester tower
2328,Penthouse,3375,4,5,6958500.0,no.9
2329,Apartment,1255,2,3,2650000.0,marina gate
2330,Apartment,1177,1,2,1300000.0,emaar 6 towers
2331,Apartment,841,1,1,1070000.0,al majara
2332,Apartment,1441,2,2,2200000.0,silverene
2333,Apartment,1302,2,3,1650000.0,park island
2334,Apartment,1185,2,2,1150000.0,princess tower
2335,Apartment,1280,2,3,2400000.0,marina gate
2336,Apartment,836,1,2,1400000.0,marina gate
2337,Apartment,1361,2,2,1700000.0,park island
2338,Apartment,592,1,1,750000.0,studio one
2339,Apartment,2979,3,4,2145000.0,23 marina
2340,Apartment,822,1,2,890000.0,marina wharf
2341,Apartment,1330,2,3,1500000.0,elite residence
2342,Apartment,746,1,2,1150000.0,vida residences marina dubai
2343,Apartment,718,1,2,1000000.0,studio one
2344,Apartment,770,1,2,1575000.0,marina gate
2345,Apartment,2280,3,4,3200000.0,orra marina
2346,Apartment,713,1,2,1250000.0,cayan tower
2347,Apartment,725,1,2,880000.0,marina heights
2348,Apartment,1348,2,3,1170000.0,skyview tower
2349,Townhouse,3274,3,3,3650000.0,park island
2350,Apartment,2172,3,3,1599999.0,marina crown
2351,Apartment,710,1,2,755000.0,bay central
2352,Apartment,1465,3,3,1950000.0,bay central
2353,Townhouse,1366,1,2,1750000.0,marina promenade
2354,Apartment,2018,3,3,1725000.0,dorra bay
2355,Apartment,1745,3,3,2199999.0,ocean heights
2356,Apartment,2146,3,4,1999000.0,23 marina
2357,Apartment,723,1,2,850000.0,studio one
2358,Apartment,773,1,2,1573000.0,marina gate
2359,Penthouse,3173,4,5,3950000.0,elite residence
2360,Penthouse,3211,4,5,4850000.0,elite residence
2361,Apartment,2173,3,3,2250000.0,marina crown
2362,Apartment,1062,2,2,2200000.0,silverene
2363,Apartment,3277,5,5,5500000.0,emaar 6 towers
2364,Apartment,1330,2,3,1000000.0,princess tower
2365,Apartment,700,1,1,1000000.0,no.9
2366,Apartment,801,1,2,950000.0,elite residence
2367,Apartment,1219,2,3,850000.0,marina pinnacle
2368,Apartment,1258,2,3,845000.0,the torch
2369,Apartment,1760,2,3,1355000.0,mag 218
2370,Apartment,3553,3,4,2950000.0,al seef tower
2371,Apartment,3553,3,4,2950000.0,al seef tower
2372,Apartment,801,1,1,1000000.0,elite residence
2373,Apartment,374,0,1,415000.0,marina diamond 1
2374,Apartment,386,0,1,415000.0,marina diamond 1
2375,Apartment,1405,2,3,2095000.0,marina promenade
2376,Penthouse,3307,4,5,6650000.0,marina gate
2377,Apartment,796,1,2,1300000.0,park island
2378,Apartment,844,1,2,700000.0,marina pinnacle
2379,Apartment,1480,2,3,2000000.0,park island
2380,Apartment,985,1,2,1350000.0,damac heights
2381,Apartment,1176,2,2,1900000.0,5242
2382,Apartment,1255,2,3,1500000.0,cayan tower
2383,Apartment,2228,3,5,3900000.0,al fardan tower
2384,Apartment,1994,3,4,3099950.0,marina gate
2385,Apartment,836,1,2,1180000.0,marina gate
2386,Apartment,592,1,1,850000.0,studio one
2387,Apartment,1347,2,3,1900000.0,park island
2388,Apartment,96,1,2,1600000.0,marina promenade
2389,Apartment,667,0,1,1600000.0,tfg marina hotel
2390,Apartment,713,1,2,950000.0,west avenue tower
2391,Apartment,1526,2,3,1850000.0,emaar 6 towers
2392,Apartment,1372,2,3,1899950.0,cayan tower
2393,Apartment,909,1,2,1050000.0,park island
2394,Apartment,1307,2,4,1600000.0,continental tower
2395,Apartment,1760,2,3,1350000.0,mag 218
2396,Apartment,1307,2,3,1670000.0,continental tower
2397,Penthouse,7685,4,5,11000000.0,emirates crown
2398,Apartment,1624,2,3,1800000.0,marina quays
2399,Apartment,795,1,2,1300000.0,park island
2400,Apartment,2015,3,4,1790000.0,princess tower
2401,Apartment,2031,3,3,1600000.0,marina diamond 4
2402,Apartment,1496,2,3,1925000.0,marina promenade
2403,Apartment,3201,4,5,3050000.0,princess tower
2404,Apartment,1105,2,2,1180000.0,the point
2405,Apartment,469,0,1,650000.0,botanica tower
2406,Penthouse,3595,3,4,2950000.0,the waves
2407,Apartment,1121,1,2,830000.0,the jewels
2408,Apartment,2439,3,4,2900000.0,emaar 6 towers
2409,Apartment,1431,2,3,2491000.0,marina gate
2410,Apartment,2146,3,4,4689000.0,marina gate
2411,Apartment,720,1,2,900000.0,west avenue tower
2412,Apartment,702,1,2,1000000.0,west avenue tower
2413,Apartment,2707,3,4,2700000.0,marina tower
2414,Apartment,978,1,2,700000.0,the torch
2415,Apartment,950,1,2,1500000.0,damac heights
2416,Apartment,822,1,2,1299950.0,marina gate
2417,Apartment,5078,4,5,8500000.0,silverene
2418,Apartment,2518,3,4,2500000.0,emaar 6 towers
2419,Apartment,775,1,1,1550000.0,marina gate
2420,Apartment,902,1,2,1450000.0,marina gate
2421,Apartment,2518,3,4,2550000.0,emaar 6 towers
2422,Apartment,1579,2,2,1999950.0,al majara
2423,Apartment,725,1,2,1400000.0,studio one
2424,Apartment,1493,2,3,1100000.0,marina crown
2425,Apartment,900,1,2,1099999.0,damac heights
2426,Apartment,1732,2,3,1400000.0,marina sail
2427,Apartment,838,1,1,1650000.0,marina gate
2428,Apartment,909,1,2,1800000.0,orra marina
2429,Penthouse,3316,4,5,6650000.0,marina gate
2431,Duplex,5757,4,5,7490000.0,23 marina
2434,Apartment,850,0,1,1029000.0,marina promenade
2435,Apartment,2915,3,4,2500000.0,marina tower
2436,Apartment,768,1,1,1200000.0,al sahab
2437,Apartment,1643,3,2,2000000.0,al majara
2438,Apartment,1910,2,3,2000000.0,the address dubai marina
2439,Apartment,844,1,1,685000.0,mag 218
2440,Apartment,1433,2,2,1550000.0,damac heights
2441,Apartment,830,1,2,650000.0,escan tower
2442,Apartment,684,1,2,800000.0,marina heights
2443,Apartment,1874,2,3,1875000.0,trident marinascape
2444,Apartment,1036,1,2,1399999.0,marina promenade
2445,Apartment,1824,3,3,1500000.0,la riviera
2446,Apartment,1410,2,3,1950000.0,marina promenade
2447,Apartment,1786,3,4,2850000.0,silverene
2448,Apartment,2173,3,3,1290000.0,marina crown
2449,Apartment,1553,2,3,2000000.0,marina promenade
2450,Apartment,898,1,2,700000.0,mag 218
2451,Apartment,1060,1,2,1400000.0,damac heights
2452,Apartment,1664,2,3,2350000.0,marina promenade
2453,Apartment,1779,2,3,1099000.0,mag 218
2454,Apartment,1400,2,3,1600000.0,marina tower
2455,Apartment,1750,3,4,1999000.0,ocean heights
2456,Apartment,822,1,2,1399000.0,marina gate
2457,Apartment,2291,3,3,3350000.0,liv residence
2458,Apartment,461,0,1,837400.0,liv residence
2459,Apartment,522,0,1,800000.0,silverene
2460,Apartment,522,0,1,800000.0,silverene
2461,Apartment,725,1,2,820000.0,studio one
2462,Apartment,1431,2,3,2491000.0,marina gate
2463,Apartment,949,1,2,1601000.0,marina gate
2464,Apartment,1152,2,3,1390000.0,studio one
2465,Apartment,591,1,2,961000.0,studio one
2466,Penthouse,5810,4,6,12950000.0,marina gate
2467,Apartment,1345,2,3,1700000.0,park island
2468,Apartment,792,1,2,730000.0,the royal oceanic
2469,Apartment,1508,2,3,2400000.0,emaar 6 towers
2470,Apartment,1300,2,3,1150000.0,princess tower
2471,Apartment,861,1,1,550000.0,marina park
2472,Apartment,796,1,1,1300000.0,park island
2473,Apartment,418,0,1,550000.0,marina view
2474,Apartment,893,1,2,1400000.0,marina promenade
2475,Apartment,2450,4,4,1750000.0,horizon tower
2476,Apartment,5457,5,5,5750000.0,marina heights
2477,Apartment,764,1,2,1100000.0,al sahab
2478,Apartment,1800,3,4,2800000.0,silverene
2479,Apartment,1062,2,2,1900000.0,silverene
2480,Apartment,1233,2,3,1570000.0,no.9
2481,Apartment,1850,3,4,3100000.0,no.9
2482,Apartment,683,1,1,675000.0,marina diamond 3
2483,Apartment,1509,2,3,2400000.0,emaar 6 towers
2484,Apartment,831,1,2,650000.0,escan tower
2485,Apartment,602,1,1,675000.0,marina residence
2486,Apartment,942,1,2,1275000.0,liv residence
2487,Apartment,1059,2,2,1830000.0,silverene
2488,Apartment,1477,2,3,1600000.0,trident grand residence
2489,Apartment,1674,3,4,2750000.0,vida residences marina dubai
2490,Apartment,822,1,2,1400000.0,marina gate
2491,Apartment,1348,2,3,1250000.0,ocean heights
2492,Apartment,983,2,2,720000.0,marina diamond 1
2493,Apartment,1234,2,3,1100000.0,time place tower
2494,Apartment,867,1,2,1190000.0,marina gate
2495,Apartment,1464,2,3,2450000.0,marina gate
2496,Apartment,723,1,2,715000.0,marina residence
2497,Apartment,1498,2,3,1900000.0,silverene
2498,Apartment,1337,2,3,1700000.0,al majara
2499,Penthouse,14594,5,7,40500000.0,le reve
2500,Apartment,3700,4,4,3200000.0,kg tower
2501,Apartment,1075,1,1,1250000.0,marina promenade
2502,Apartment,684,1,1,735000.0,marina heights
2503,Penthouse,5456,3,4,6000000.0,marina heights
2504,Penthouse,3307,4,5,6251000.0,marina gate
2505,Apartment,3185,4,6,5700000.0,5242
2506,Apartment,833,2,2,1100000.0,studio one
2507,Apartment,727,1,2,1075000.0,west avenue tower
2508,Apartment,1331,2,3,1800000.0,elite residence
2509,Apartment,1308,2,3,1150000.0,continental tower
2510,Apartment,1372,2,3,2000000.0,cayan tower
2511,Apartment,1721,3,4,1800000.0,marina heights
2512,Apartment,1054,1,2,1349999.0,marina terra
2513,Apartment,2174,3,4,2000000.0,marina crown
2514,Apartment,896,1,2,1250000.0,skyview tower
2515,Penthouse,4683,4,5,11900000.0,marina gate
2516,Apartment,1113,1,1,1000000.0,ocean heights
2517,Apartment,360,0,1,535000.0,studio one
2518,Apartment,762,1,2,1150000.0,cayan tower
2519,Apartment,834,2,2,1407000.0,studio one
2520,Apartment,723,1,1,1149000.0,studio one
2521,Apartment,2154,3,4,3700000.0,marina gate
2522,Apartment,2075,2,4,1500000.0,al seef tower
2523,Apartment,1210,2,3,2000000.0,marina gate
2524,Apartment,1940,3,4,2200000.0,marina terra
2525,Apartment,1604,2,3,1900000.0,trident grand residence
2526,Apartment,771,1,2,2200000.0,marina gate
2527,Apartment,1331,2,3,1550000.0,elite residence
2528,Apartment,1307,2,4,1400000.0,continental tower
2529,Apartment,938,1,2,759999.0,park island
2530,Apartment,2544,4,6,3300000.0,ocean heights
2531,Apartment,2125,3,5,2350000.0,the waves
2532,Apartment,1071,2,3,1100000.0,marina residence
2533,Apartment,1219,2,3,800000.0,marina pinnacle
2534,Apartment,842,1,2,690000.0,marina crown
2535,Apartment,1900,3,4,2500000.0,marina heights
2536,Penthouse,9604,4,4,14000000.0,silverene
2537,Apartment,1361,2,3,2400000.0,park island
2538,Apartment,941,1,2,1100000.0,park island
2539,Apartment,720,1,2,875000.0,botanica tower
2540,Apartment,768,1,1,1150000.0,the address dubai marina
2541,Apartment,702,1,1,545000.0,marina park
2542,Apartment,2614,2,3,2900000.0,emirates crown
2543,Apartment,1072,1,2,1199999.0,marina promenade
2544,Apartment,1071,2,2,1100000.0,marina residence
2545,Townhouse,4554,4,5,6200000.0,al mass villas
2546,Apartment,1182,2,2,1000000.0,la riviera
2547,Apartment,1553,2,3,2200000.0,marina promenade
2548,Apartment,1150,2,3,1000000.0,la riviera
2549,Apartment,868,1,1,850000.0,azure
2550,Apartment,886,1,2,640000.0,mag 218
2551,Apartment,805,1,2,700000.0,time place tower
2552,Apartment,4500,4,5,3200000.0,the jewels
2553,Apartment,899,1,2,1710000.0,marina gate
2554,Townhouse,4396,4,4,7999000.0,the jewels
2555,Penthouse,4683,4,4,10500000.0,marina gate
2556,Apartment,1260,2,2,890000.0,the torch
2557,Apartment,761,1,1,1250000.0,al sahab
2558,Apartment,5992,3,5,9850000.0,the torch
2559,Apartment,2380,3,4,2450000.0,azure
2560,Apartment,2980,3,4,2400000.0,23 marina
2561,Apartment,2588,4,5,2625000.0,emaar 6 towers
2562,Apartment,890,1,2,1399999.0,cayan tower
2563,Apartment,1821,3,4,3800000.0,marina gate
2564,Townhouse,4313,4,5,9000000.0,marina gate
2565,Apartment,701,1,2,800000.0,bay central
2566,Penthouse,6237,5,6,11900000.0,elite residence
2567,Apartment,1031,1,2,1475000.0,marina promenade
2568,Apartment,1750,3,4,3650000.0,marina gate
2569,Apartment,1409,2,3,1790000.0,marina promenade
2570,Apartment,962,1,2,1280000.0,damac heights
2571,Apartment,684,1,2,790000.0,marina heights
2572,Apartment,1684,2,3,1250000.0,the point
2573,Apartment,1500,2,3,2590000.0,marina promenade
2574,Apartment,774,1,2,550000.0,marina park
2575,Penthouse,5810,4,5,12950000.0,marina gate
2576,Apartment,1208,2,2,950000.0,botanica tower
2577,Apartment,922,1,2,1090000.0,park island
2578,Apartment,774,1,2,529000.0,dream towers
2579,Apartment,1854,3,3,1350000.0,dorra bay
2580,Apartment,1444,2,2,1500000.0,dorra bay
2581,Apartment,838,2,2,1100000.0,studio one
2582,Apartment,705,1,1,1000000.0,west avenue tower
2583,Apartment,1863,2,3,1850000.0,trident marinascape
2584,Apartment,1588,3,3,1150000.0,marina pinnacle
2585,Apartment,1750,2,2,1650000.0,marina sail
2586,Apartment,1900,3,4,1500000.0,la riviera
2587,Apartment,1694,2,2,1450000.0,emaar 6 towers
2588,Apartment,445,0,1,600000.0,bay central
2589,Apartment,2098,3,3,3100000.0,marina promenade
2590,Apartment,974,1,1,1295000.0,damac heights
2591,Apartment,721,1,2,720000.0,skyview tower
2592,Apartment,1301,2,3,1280000.0,princess tower
2593,Apartment,1361,2,2,1649999.0,park island
2594,Apartment,900,1,2,1299999.0,park island
2595,Apartment,2408,4,4,1700000.0,horizon tower
2596,Penthouse,6055,4,5,4900000.0,marina view
2597,Apartment,2516,3,4,2900000.0,emaar 6 towers
2598,Apartment,690,1,1,1200000.0,marina gate
2599,Apartment,1468,2,3,1200000.0,dorra bay
2600,Apartment,927,1,2,1499999.0,marina promenade
2601,Apartment,1065,2,2,720000.0,manchester tower
2602,Apartment,496,0,1,750000.0,botanica tower
2603,Apartment,982,2,2,850000.0,la riviera
2604,Apartment,1694,2,3,1700000.0,park island
2605,Apartment,2326,3,3,1500000.0,trident waterfront
2606,Apartment,977,1,2,1600000.0,damac heights
2607,Apartment,1428,2,3,2000000.0,damac heights
2608,Apartment,1562,2,3,1950000.0,damac heights
2609,Apartment,916,1,2,650000.0,sulafa tower
2610,Apartment,1456,2,3,1150000.0,marina crown
2611,Apartment,937,1,2,1125000.0,marina terra
2612,Townhouse,3969,4,6,5100000.0,bay central
2613,Apartment,1036,1,2,1600000.0,marina promenade
2614,Apartment,1087,1,2,1300000.0,the waves
2615,Penthouse,6146,5,6,5700000.0,princess tower
